wo_id,lab_id,lab_name
EBA-2500068,FR00060,OTHERS (WSC) 6 JAM
EBA-2500068,PB4203B,ASC
EBA-2500069,BR001R,BUMPER RR (R)
EBA-2500069,BR005FL,DOOR FR LH (R)
EBA-2500069,BR005RL,DOOR RR LH (R)
EBA-2500069,BR006L,PANEL QUARTER RR LH (R)
EBA-2500069,FR000002,OTHERS (WSC) 0.02 JAM
EBA-2500069,PB4203B,ASC
EBA-2500070,BR001R,BUMPER RR (R)
EBA-2500070,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500070,PB4203B,ASC
EBA-2500071,BR001F,BUMPER FR (R)
EBA-2500071,FR00050,OTHERS (WSC) 5 JAM
EBA-2500071,FR00100,OTHERS (WSC) 10 JAM
EBA-2500071,PB4203B,ASC
EBA-2500072,BR006R,PANEL QUARTER RR RH (R)
EBA-2500072,BR017JL,GARNISH BACK DOOR (R)
EBA-2500072,BX001R,BUMPER RR (R+/X)
EBA-2500072,BX013,DOOR BACK/TAIL GATE (R+/X)
EBA-2500072,FR0000010,OTHERS (WSC) 0.006JAM
EBA-2500072,FR000005,OTHERS (WSC) 0.05 JAM
EBA-2500072,FR00003,OTHERS (WSC) 0.3 JAM
EBA-2500072,FR00040,OTHERS (WSC) 4 JAM
EBA-2500072,PB4203B,ASC
EBA-2500073,BR001F,BUMPER FR (R)
EBA-2500073,BR004FL,FENDER FR LH (R)
EBA-2500073,BR005FL,DOOR FR LH (R)
EBA-2500073,BR005RL,DOOR RR LH (R)
EBA-2500073,BR006L,PANEL QUARTER RR LH (R)
EBA-2500073,BR016L,SIDE SILL LH (R)
EBA-2500073,BRZ03,OTHERS 0.3
EBA-2500073,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500073,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500073,FR00001,OTHERS (WSC) 0.1JAM
EBA-2500073,FR00040,OTHERS (WSC) 4 JAM
EBA-2500073,PB4203B,ASC
EBA-2500074,BR004FR,FENDER FR RH (R)
EBA-2500074,BR005FR,DOOR FR RH (R)
EBA-2500074,BR005RR,DOOR RR RH (R)
EBA-2500074,FR000008,OTHERS (WSC) 0.08 JAM
EBA-2500074,FR00009,OTHERS (WSC) 0.9 JAM
EBA-2500074,FR00020,OTHERS (WSC) 2 JAM
EBA-2500074,FR00200,OTHERS (WSC) 20 JAM
EBA-2500074,PB4203B,ASC
EBA-2500075,BR006R,PANEL QUARTER RR RH (R)
EBA-2500075,FR0000010,OTHERS (WSC) 0.006JAM
EBA-2500075,PB4203B,ASC
EBA-2500076,BR001F,BUMPER FR (R)
EBA-2500076,BR001R,BUMPER RR (R)
EBA-2500076,BR004FR,FENDER FR RH (R)
EBA-2500076,BR005FR,DOOR FR RH (R)
EBA-2500076,BR005RR,DOOR RR RH (R)
EBA-2500076,BR006R,PANEL QUARTER RR RH (R)
EBA-2500076,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500076,PB4203B,ASC
EBA-2500077,BR001R,BUMPER RR (R)
EBA-2500077,BR005RR,DOOR RR RH (R)
EBA-2500077,BR006R,PANEL QUARTER RR RH (R)
EBA-2500077,BRZ04,OTHERS 0.4
EBA-2500077,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500077,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500077,FR00005,OTHERS (WSC) 0.5 JAM
EBA-2500077,FR00050,OTHERS (WSC) 5 JAM
EBA-2500077,PB4203B,ASC
EBA-2500078,BX001F,BUMPER FR (R+/X)
EBA-2500078,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500078,PB4203B,ASC
EBA-2500079,BR001FCC,BRACKET BUMPER FR TENGAH (R)
EBA-2500079,BR022R,FLOOR RR (R)
EBA-2500079,BR057,"LAMP (HEAD LAMP, LAMP SIGN , ETC) 1 PC"
EBA-2500079,BRZ01,OTHERS 0.1
EBA-2500079,BRZ02,OTHERS 0.2
EBA-2500079,BRZ07,OTHERS 0.7
EBA-2500079,BRZ09,OTHERS 0.9
EBA-2500079,BRZ10,OTHERS 1.0
EBA-2500079,BX001F,BUMPER FR (R+/X)
EBA-2500079,BX001FG,GRILLE BUMPER FR (R+/X)
EBA-2500079,BX001R,BUMPER RR (R+/X)
EBA-2500079,FR000008,OTHERS (WSC) 0.08 JAM
EBA-2500079,FR00003,OTHERS (WSC) 0.3 JAM
EBA-2500079,FR00030,OTHERS (WSC) 3 JAM
EBA-2500079,PB4203B,ASC
EBA-2500080,BR005RR,DOOR RR RH (R)
EBA-2500080,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500080,PB4203B,ASC
EBA-2500081,BR001R,BUMPER RR (R)
EBA-2500081,BR013,DOOR BACK/TAIL GATE (R)
EBA-2500081,BX041B,REAR GARNISH (REFINISH/INST)
EBA-2500081,FR0000008,OTHERS (WSC) 0.008 JAM
EBA-2500081,PB4203B,ASC
EBA-2500082,BR017JL,GARNISH BACK DOOR (R)
EBA-2500082,BRZ03,OTHERS 0.3
EBA-2500082,BX001R,BUMPER RR (R+/X)
EBA-2500082,BX013,DOOR BACK/TAIL GATE (R+/X)
EBA-2500082,FR00050,OTHERS (WSC) 5 JAM
EBA-2500082,FR00100,OTHERS (WSC) 10 JAM
EBA-2500082,PB4203B,ASC
EBA-2500083,BR009,ROOF (EXC.PICK UP TYPE) (R)
EBA-2500083,BR0390,SPOILER RR (R)
EBA-2500083,BR044L,PILLAR UPR LH (R)
EBA-2500083,FR00050,OTHERS (WSC) 5 JAM
EBA-2500083,FR00100,OTHERS (WSC) 10 JAM
EBA-2500083,PB4203B,ASC
EBA-2500084,BR001F,BUMPER FR (R)
EBA-2500084,FR0000010,OTHERS (WSC) 0.006JAM
EBA-2500084,FR000003,OTHERS (WSC) 0.03 JAM
EBA-2500084,FR00008,OTHERS (WSC) 0.8 JAM
EBA-2500084,FR00070,OTHERS (WSC) 7 JAM
EBA-2500084,PB4203B,ASC
EBA-2500085,BR001F,BUMPER FR (R)
EBA-2500085,BRZ16,OTHERS 1.6
EBA-2500085,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500085,FR0000010,OTHERS (WSC) 0.006JAM
EBA-2500085,FR000008,OTHERS (WSC) 0.08 JAM
EBA-2500085,PB4203B,ASC
EBA-2500086,BRZ07,OTHERS 0.7
EBA-2500086,BX001F,BUMPER FR (R+/X)
EBA-2500086,FR0000008,OTHERS (WSC) 0.008 JAM
EBA-2500086,FR000007,OTHERS (WSC) 0.07 JAM
EBA-2500086,FR00006,OTHERS (WSC) 0.6 JAM
EBA-2500086,PB4203B,ASC
EBA-2500087,BR007L,GATE RR BODY LH (PICK UP ) (R)
EBA-2500087,FR0000010,OTHERS (WSC) 0.006JAM
EBA-2500087,FR000005,OTHERS (WSC) 0.05 JAM
EBA-2500087,FR00003,OTHERS (WSC) 0.3 JAM
EBA-2500087,FR00040,OTHERS (WSC) 4 JAM
EBA-2500087,PB4203B,ASC
EBA-2500088,BR017NR,GARNISH SIDE SILL RH (R)
EBA-2500088,FR00002,OTHERS (WSC) 0.2 JAM
EBA-2500088,FR00070,OTHERS (WSC) 7 JAM
EBA-2500088,PB4203B,ASC
EBA-2500089,BR001F,BUMPER FR (R)
EBA-2500089,FR0000010,OTHERS (WSC) 0.006JAM
EBA-2500089,FR000006,OTHERS (WSC) 0.06 JAM
EBA-2500089,FR00001,OTHERS (WSC) 0.1JAM
EBA-2500089,FR00008,OTHERS (WSC) 0.8 JAM
EBA-2500089,FR00060,OTHERS (WSC) 6 JAM
EBA-2500089,PB4203B,ASC
EBA-2500090,BR017JL,GARNISH BACK DOOR (R)
EBA-2500090,BX001R,BUMPER RR (R+/X)
EBA-2500090,BX041B,REAR GARNISH (REFINISH/INST)
EBA-2500090,FR00020,OTHERS (WSC) 2 JAM
EBA-2500090,PB4203B,ASC
EBA-2500091,BR001R,BUMPER RR (R)
EBA-2500091,BR006R,PANEL QUARTER RR RH (R)
EBA-2500091,BR016R,SIDE SILL RH (R)
EBA-2500091,BX005RL,DOOR RR LH (R+/X)
EBA-2500091,FR00050,OTHERS (WSC) 5 JAM
EBA-2500091,FR00100,OTHERS (WSC) 10 JAM
EBA-2500091,PB4203B,ASC
EBA-2500092,BR001R,BUMPER RR (R)
EBA-2500092,BR004FL,FENDER FR LH (R)
EBA-2500092,BR005RL,DOOR RR LH (R)
EBA-2500092,BR006L,PANEL QUARTER RR LH (R)
EBA-2500092,BRZ01,OTHERS 0.1
EBA-2500092,BX001F,BUMPER FR (R+/X)
EBA-2500092,FR000006,OTHERS (WSC) 0.06 JAM
EBA-2500092,FR00006,OTHERS (WSC) 0.6 JAM
EBA-2500092,FR00020,OTHERS (WSC) 2 JAM
EBA-2500092,PB4203B,ASC
EBA-2500093,BR009,ROOF (EXC.PICK UP TYPE) (R)
EBA-2500093,BRZ16,OTHERS 1.6
EBA-2500093,BX039,SPOILER RR (R+/X)
EBA-2500093,FR000004,OTHERS (WSC) 0.04 JAM
EBA-2500093,FR00007,OTHERS (WSC) 0.7 JAM
EBA-2500093,FR00080,OTHERS (WSC) 8 JAM
EBA-2500093,PB4203B,ASC
EBA-2500094,BR002,ENGINE HOOD (R)
EBA-2500094,BR004FL,FENDER FR LH (R)
EBA-2500094,BR004FR,FENDER FR RH (R)
EBA-2500094,BR005FL,DOOR FR LH (R)
EBA-2500094,BR005FR,DOOR FR RH (R)
EBA-2500094,BR005RL,DOOR RR LH (R)
EBA-2500094,BR005RR,DOOR RR RH (R)
EBA-2500094,BR006L,PANEL QUARTER RR LH (R)
EBA-2500094,BR006R,PANEL QUARTER RR RH (R)
EBA-2500094,BR016L,SIDE SILL LH (R)
EBA-2500094,BR017NL,GARNISH SIDE SILL LH (R)
EBA-2500094,BR057B,"LAMP (HEAD LAMP, LAMP SIGN, ETC) 3 PCS"
EBA-2500094,BRZ02,OTHERS 0.2
EBA-2500094,BX001F,BUMPER FR (R+/X)
EBA-2500094,BX001FG,GRILLE BUMPER FR (R+/X)
EBA-2500094,BX001R,BUMPER RR (R+/X)
EBA-2500094,BX013,DOOR BACK/TAIL GATE (R+/X)
EBA-2500094,BX024L,SIDE MIRROR ASSY LH (R+/x)
EBA-2500094,FR000008,OTHERS (WSC) 0.08 JAM
EBA-2500094,FR00004,OTHERS (WSC) 0.4 JAM
EBA-2500094,PB4203B,ASC
EBA-2500095,BR001F,BUMPER FR (R)
EBA-2500095,BR001R,BUMPER RR (R)
EBA-2500095,BR006L,PANEL QUARTER RR LH (R)
EBA-2500095,BR006R,PANEL QUARTER RR RH (R)
EBA-2500095,PB4203B,ASC
EBA-2500096,BR004FL,FENDER FR LH (R)
EBA-2500096,BR004FR,FENDER FR RH (R)
EBA-2500096,BR005RR,DOOR RR RH (R)
EBA-2500096,BR006R,PANEL QUARTER RR RH (R)
EBA-2500096,BRZ25,OTHERS 2.5
EBA-2500096,BX001F,BUMPER FR (R+/X)
EBA-2500096,BX002,ENGINE HOOD (R+/X)
EBA-2500096,FR00006,OTHERS (WSC) 0.6 JAM
EBA-2500096,FR00070,OTHERS (WSC) 7 JAM
EBA-2500096,PB4203B,ASC
EBA-2500097,BR001R,BUMPER RR (R)
EBA-2500097,BR005FL,DOOR FR LH (R)
EBA-2500097,BR006L,PANEL QUARTER RR LH (R)
EBA-2500097,BR016L,SIDE SILL LH (R)
EBA-2500097,FR0000008,OTHERS (WSC) 0.008 JAM
EBA-2500097,FR00004,OTHERS (WSC) 0.4 JAM
EBA-2500097,FR00010,OTHERS (WSC) 1 JAM
EBA-2500097,FR00300,OTHERS (WSC) 30 JAM
EBA-2500097,PB4203B,ASC
EBA-2500098,BR005RL,DOOR RR LH (R)
EBA-2500098,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500098,PB4203B,ASC
EBA-2500099,BR001F,BUMPER FR (R)
EBA-2500099,FR00050,OTHERS (WSC) 5 JAM
EBA-2500099,FR00100,OTHERS (WSC) 10 JAM
EBA-2500099,PB4203B,ASC
EBA-2500100,BR006R,PANEL QUARTER RR RH (R)
EBA-2500100,FR0000010,OTHERS (WSC) 0.006JAM
EBA-2500100,PB4203B,ASC
EBA-2500101,BR004FL,FENDER FR LH (R)
EBA-2500101,BR005FL,DOOR FR LH (R)
EBA-2500101,BR005RL,DOOR RR LH (R)
EBA-2500101,BR006L,PANEL QUARTER RR LH (R)
EBA-2500101,BRZ08,OTHERS 0.8
EBA-2500101,FR0000011,OTHERS (WSC) 0.002JAM
EBA-2500101,FR000006,OTHERS (WSC) 0.06 JAM
EBA-2500101,FR00002,OTHERS (WSC) 0.2 JAM
EBA-2500101,PB4203B,ASC
EBA-2500102,BR005FR,DOOR FR RH (R)
EBA-2500102,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500102,PB4203B,ASC
EBA-2500103,BR004FL,FENDER FR LH (R)
EBA-2500103,BR005FL,DOOR FR LH (R)
EBA-2500103,BR005RL,DOOR RR LH (R)
EBA-2500103,BR007L,GATE RR BODY LH (PICK UP ) (R)
EBA-2500103,BR015XL,PILLAR RR LH (R)
EBA-2500103,FR00004,OTHERS (WSC) 0.4 JAM
EBA-2500103,FR00050,OTHERS (WSC) 5 JAM
EBA-2500103,PB4203B,ASC
EBA-2500104,BR009,ROOF (EXC.PICK UP TYPE) (R)
EBA-2500104,BRZ14,OTHERS 1.4
EBA-2500104,FR000006,OTHERS (WSC) 0.06 JAM
EBA-2500104,FR00001,OTHERS (WSC) 0.1JAM
EBA-2500104,FR00020,OTHERS (WSC) 2 JAM
EBA-2500104,PB4203B,ASC
EBA-2500105,BR004FR,FENDER FR RH (R)
EBA-2500105,BR005FR,DOOR FR RH (R)
EBA-2500105,BR005RR,DOOR RR RH (R)
EBA-2500105,BR007R,GATE RR BODY RH (PICK UP) (R)
EBA-2500105,BR015XR,PILLAR RR RH (R)
EBA-2500105,BRZ05,OTHERS 0.5
EBA-2500105,FR00008,OTHERS (WSC) 0.8 JAM
EBA-2500105,PB4203B,ASC
EBA-2500106,BR008,GATE RR BODY RR (PICK UP) (R)
EBA-2500106,BRZ09,OTHERS 0.9
EBA-2500106,FR00006,OTHERS (WSC) 0.6 JAM
EBA-2500106,FR00040,OTHERS (WSC) 4 JAM
EBA-2500106,PB4203B,ASC
EBA-2500108,BR001R,BUMPER RR (R)
EBA-2500108,BR002,ENGINE HOOD (R)
EBA-2500108,BR004FL,FENDER FR LH (R)
EBA-2500108,BR005FL,DOOR FR LH (R)
EBA-2500108,BR005RL,DOOR RR LH (R)
EBA-2500108,BR006L,PANEL QUARTER RR LH (R)
EBA-2500108,BR006R,PANEL QUARTER RR RH (R)
EBA-2500108,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500108,FR0000011,OTHERS (WSC) 0.002JAM
EBA-2500108,PB4203B,ASC
EBA-2500109,BR001R,BUMPER RR (R)
EBA-2500109,BR006L,PANEL QUARTER RR LH (R)
EBA-2500109,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500109,FR000003,OTHERS (WSC) 0.03 JAM
EBA-2500109,FR00005,OTHERS (WSC) 0.5 JAM
EBA-2500109,FR00060,OTHERS (WSC) 6 JAM
EBA-2500109,PB4203B,ASC
EBA-2500110,BR001F,BUMPER FR (R)
EBA-2500110,FR00050,OTHERS (WSC) 5 JAM
EBA-2500110,FR00100,OTHERS (WSC) 10 JAM
EBA-2500110,PB4203B,ASC
EBA-2500111,BR001R,BUMPER RR (R)
EBA-2500111,BR007L,GATE RR BODY LH (PICK UP ) (R)
EBA-2500111,BR007R,GATE RR BODY RH (PICK UP) (R)
EBA-2500111,BRZ02,OTHERS 0.2
EBA-2500111,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500111,PB4203B,ASC
EBA-2500112,BR001R,BUMPER RR (R)
EBA-2500112,BRZ09,OTHERS 0.9
EBA-2500112,BX001F,BUMPER FR (R+/X)
EBA-2500112,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500112,FR000007,OTHERS (WSC) 0.07 JAM
EBA-2500112,FR00001,OTHERS (WSC) 0.1JAM
EBA-2500112,FR00020,OTHERS (WSC) 2 JAM
EBA-2500112,PB4203B,ASC
EBA-2500113,BR001R,BUMPER RR (R)
EBA-2500113,FR00050,OTHERS (WSC) 5 JAM
EBA-2500113,FR00100,OTHERS (WSC) 10 JAM
EBA-2500113,PB4203B,ASC
EBA-2500114,BR001F,BUMPER FR (R)
EBA-2500114,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500114,PB4203B,ASC
EBA-2500115,BX024L,SIDE MIRROR ASSY LH (R+/x)
EBA-2500115,FR0000010,OTHERS (WSC) 0.006JAM
EBA-2500115,PB4203B,ASC
EBA-2500116,BR001R,BUMPER RR (R)
EBA-2500116,BR023R,GLASS RR WINDOW W/O SEALER (R+/X)
EBA-2500116,BX013,DOOR BACK/TAIL GATE (R+/X)
EBA-2500116,FR00050,OTHERS (WSC) 5 JAM
EBA-2500116,FR00100,OTHERS (WSC) 10 JAM
EBA-2500116,PB4203B,ASC
EBA-2500117,BR001F,BUMPER FR (R)
EBA-2500117,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500117,PB4203B,ASC
EBA-2500118,BX024L,SIDE MIRROR ASSY LH (R+/x)
EBA-2500118,FR0000010,OTHERS (WSC) 0.006JAM
EBA-2500118,PB4203B,ASC
EBA-2500119,BR001F,BUMPER FR (R)
EBA-2500119,BR016L,SIDE SILL LH (R)
EBA-2500119,BRZ04,OTHERS 0.4
EBA-2500119,FR0000011,OTHERS (WSC) 0.002JAM
EBA-2500119,FR000009,OTHERS (WSC) 0.09 JAM
EBA-2500119,FR00003,OTHERS (WSC) 0.3 JAM
EBA-2500119,FR00020,OTHERS (WSC) 2 JAM
EBA-2500119,PB4203B,ASC
EBA-2500120,BR001F,BUMPER FR (R)
EBA-2500120,BX001R,BUMPER RR (R+/X)
EBA-2500120,FR00050,OTHERS (WSC) 5 JAM
EBA-2500120,FR00100,OTHERS (WSC) 10 JAM
EBA-2500120,PB4203B,ASC
EBA-2500121,BR001R,BUMPER RR (R)
EBA-2500121,BR006L,PANEL QUARTER RR LH (R)
EBA-2500121,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500121,PB4203B,ASC
EBA-2500122,BR001F,BUMPER FR (R)
EBA-2500122,BR005FR,DOOR FR RH (R)
EBA-2500122,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500122,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500122,PB4203B,ASC
EBA-2500123,BR001F,BUMPER FR (R)
EBA-2500123,BR002,ENGINE HOOD (R)
EBA-2500123,FR00100,OTHERS (WSC) 10 JAM
EBA-2500123,FR00200,OTHERS (WSC) 20 JAM
EBA-2500123,PB4203B,ASC
EBA-2500124,BR023FS,GLASS WINDSHIELD W/ SEALER (R+/X)
EBA-2500124,FR00050,OTHERS (WSC) 5 JAM
EBA-2500124,FR00100,OTHERS (WSC) 10 JAM
EBA-2500124,PB4203B,ASC
EBA-2500125,BR001F,BUMPER FR (R)
EBA-2500125,BR005RL,DOOR RR LH (R)
EBA-2500125,BR006L,PANEL QUARTER RR LH (R)
EBA-2500125,BRZ02,OTHERS 0.2
EBA-2500125,FR00050,OTHERS (WSC) 5 JAM
EBA-2500125,FR00100,OTHERS (WSC) 10 JAM
EBA-2500125,PB4203B,ASC
EBA-2500126,BR005FL,DOOR FR LH (R)
EBA-2500126,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500126,PB4203B,ASC
EBA-2500127,BR001R,BUMPER RR (R)
EBA-2500127,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500127,PB4203B,ASC
EBA-2500128,BRZ08,OTHERS 0.8
EBA-2500128,BX001F,BUMPER FR (R+/X)
EBA-2500128,FR0000010,OTHERS (WSC) 0.006JAM
EBA-2500128,FR000005,OTHERS (WSC) 0.05 JAM
EBA-2500128,FR00004,OTHERS (WSC) 0.4 JAM
EBA-2500128,FR00010,OTHERS (WSC) 1 JAM
EBA-2500128,PB4203B,ASC
EBA-2500129,BR004FR,FENDER FR RH (R)
EBA-2500129,BR005FR,DOOR FR RH (R)
EBA-2500129,BR005RR,DOOR RR RH (R)
EBA-2500129,BR007R,GATE RR BODY RH (PICK UP) (R)
EBA-2500129,BR014R,PILLAR FR RH (R)
EBA-2500129,FR00004,OTHERS (WSC) 0.4 JAM
EBA-2500129,FR00050,OTHERS (WSC) 5 JAM
EBA-2500129,PB4203B,ASC
EBA-2500130,BR004FL,FENDER FR LH (R)
EBA-2500130,BR005FL,DOOR FR LH (R)
EBA-2500130,BR005RL,DOOR RR LH (R)
EBA-2500130,BR007L,GATE RR BODY LH (PICK UP ) (R)
EBA-2500130,BR015XL,PILLAR RR LH (R)
EBA-2500130,BX024L,SIDE MIRROR ASSY LH (R+/x)
EBA-2500130,FR0000011,OTHERS (WSC) 0.002JAM
EBA-2500130,FR000008,OTHERS (WSC) 0.08 JAM
EBA-2500130,FR00009,OTHERS (WSC) 0.9 JAM
EBA-2500130,FR00200,OTHERS (WSC) 20 JAM
EBA-2500130,PB4203B,ASC
EBA-2500131,BR008,GATE RR BODY RR (PICK UP) (R)
EBA-2500131,BRZ09,OTHERS 0.9
EBA-2500131,FR00006,OTHERS (WSC) 0.6 JAM
EBA-2500131,FR00040,OTHERS (WSC) 4 JAM
EBA-2500131,PB4203B,ASC
EBA-2500132,BR001F,BUMPER FR (R)
EBA-2500132,BR002,ENGINE HOOD (R)
EBA-2500132,BRZ07,OTHERS 0.7
EBA-2500132,FR00050,OTHERS (WSC) 5 JAM
EBA-2500132,FR00100,OTHERS (WSC) 10 JAM
EBA-2500132,PB4203B,ASC
EBA-2500133,BR009,ROOF (EXC.PICK UP TYPE) (R)
EBA-2500133,BR014L,PILLAR FR LH (R)
EBA-2500133,BR044R,PILLAR UPR RH (R)
EBA-2500133,FR000008,OTHERS (WSC) 0.08 JAM
EBA-2500133,FR00002,OTHERS (WSC) 0.2 JAM
EBA-2500133,FR00060,OTHERS (WSC) 6 JAM
EBA-2500133,PB4203B,ASC
EBA-2500134,BRZ10,OTHERS 1.0
EBA-2500134,BX001F,BUMPER FR (R+/X)
EBA-2500134,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500134,FR000008,OTHERS (WSC) 0.08 JAM
EBA-2500134,FR00004,OTHERS (WSC) 0.4 JAM
EBA-2500134,PB4203B,ASC
EBA-2500135,BR006L,PANEL QUARTER RR LH (R)
EBA-2500135,BR013,DOOR BACK/TAIL GATE (R)
EBA-2500135,BRZ20,OTHERS 2.0
EBA-2500135,BX001R,BUMPER RR (R+/X)
EBA-2500135,FR000008,OTHERS (WSC) 0.08 JAM
EBA-2500135,FR00006,OTHERS (WSC) 0.6 JAM
EBA-2500135,PB4203B,ASC
EBA-2500136,BR004FL,FENDER FR LH (R)
EBA-2500136,BR005FL,DOOR FR LH (R)
EBA-2500136,BR005RL,DOOR RR LH (R)
EBA-2500136,BRZ14,OTHERS 1.4
EBA-2500136,BX001F,BUMPER FR (R+/X)
EBA-2500136,FR00005,OTHERS (WSC) 0.5 JAM
EBA-2500136,FR00070,OTHERS (WSC) 7 JAM
EBA-2500136,FR00200,OTHERS (WSC) 20 JAM
EBA-2500136,PB4203B,ASC
EBA-2500137,BR002,ENGINE HOOD (R)
EBA-2500137,BR004FR,FENDER FR RH (R)
EBA-2500137,BR005FR,DOOR FR RH (R)
EBA-2500137,BR005RR,DOOR RR RH (R)
EBA-2500137,BR006R,PANEL QUARTER RR RH (R)
EBA-2500137,BRZ19,OTHERS 1.9
EBA-2500137,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500137,FR0000010,OTHERS (WSC) 0.006JAM
EBA-2500137,FR00007,OTHERS (WSC) 0.7 JAM
EBA-2500137,FR00010,OTHERS (WSC) 1 JAM
EBA-2500137,FR00100,OTHERS (WSC) 10 JAM
EBA-2500137,PB4203B,ASC
EBA-2500138,BR001F,BUMPER FR (R)
EBA-2500138,BR001R,BUMPER RR (R)
EBA-2500138,BR006R,PANEL QUARTER RR RH (R)
EBA-2500138,FR000008,OTHERS (WSC) 0.08 JAM
EBA-2500138,FR00001,OTHERS (WSC) 0.1JAM
EBA-2500138,FR00080,OTHERS (WSC) 8 JAM
EBA-2500138,PB4203B,ASC
EBA-2500139,BR004FL,FENDER FR LH (R)
EBA-2500139,BR016L,SIDE SILL LH (R)
EBA-2500139,BR017NL,GARNISH SIDE SILL LH (R)
EBA-2500139,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500139,FR0000010,OTHERS (WSC) 0.006JAM
EBA-2500139,PB4203B,ASC
EBA-2500140,BR001F,BUMPER FR (R)
EBA-2500140,BR004FL,FENDER FR LH (R)
EBA-2500140,BR004FR,FENDER FR RH (R)
EBA-2500140,BR005FL,DOOR FR LH (R)
EBA-2500140,BR005FR,DOOR FR RH (R)
EBA-2500140,BR005RL,DOOR RR LH (R)
EBA-2500140,BR005RR,DOOR RR RH (R)
EBA-2500140,BR006L,PANEL QUARTER RR LH (R)
EBA-2500140,BR006R,PANEL QUARTER RR RH (R)
EBA-2500140,BR022R,FLOOR RR (R)
EBA-2500140,BRZ25,OTHERS 2.5
EBA-2500140,BX001R,BUMPER RR (R+/X)
EBA-2500140,FR00004,OTHERS (WSC) 0.4 JAM
EBA-2500140,FR00040,OTHERS (WSC) 4 JAM
EBA-2500140,PB4203B,ASC
EBA-2500141,BR001R,BUMPER RR (R)
EBA-2500141,BR004FR,FENDER FR RH (R)
EBA-2500141,BR005FR,DOOR FR RH (R)
EBA-2500141,BR005RR,DOOR RR RH (R)
EBA-2500141,BR006R,PANEL QUARTER RR RH (R)
EBA-2500141,PB4203B,ASC
EBA-2500142,BX024R,SIDE MIRROR ASSY RH (R+/X)
EBA-2500142,FR0000010,OTHERS (WSC) 0.006JAM
EBA-2500142,FR000002,OTHERS (WSC) 0.02 JAM
EBA-2500142,FR00008,OTHERS (WSC) 0.8 JAM
EBA-2500142,FR00020,OTHERS (WSC) 2 JAM
EBA-2500142,PB4203B,ASC
EBA-2500143,BR001F,BUMPER FR (R)
EBA-2500143,BR002,ENGINE HOOD (R)
EBA-2500143,BR004FR,FENDER FR RH (R)
EBA-2500143,BR018,SUPPORT HEAD LAMP (R)
EBA-2500143,BR023FS,GLASS WINDSHIELD W/ SEALER (R+/X)
EBA-2500143,BRZ07,OTHERS 0.7
EBA-2500143,FR00100,OTHERS (WSC) 10 JAM
EBA-2500143,PB4203B,ASC
EBA-2500144,BR023FS,GLASS WINDSHIELD W/ SEALER (R+/X)
EBA-2500144,FR000001,OTHERS (WSC) 0.01JAM
EBA-2500144,FR0000013,OTHERS (WSC) 0.004JAM
EBA-2500144,PB4203B,ASC
EBA-2500145,BR005RL,DOOR RR LH (R)
EBA-2500145,BRZ01,OTHERS 0.1
EBA-2500145,BRZ02,OTHERS 0.2
EBA-2500145,PB4203B,ASC
EBA-2500146,BR004FR,FENDER FR RH (R)
EBA-2500146,BR005FL,DOOR FR LH (R)
EBA-2500146,BR016L,SIDE SILL LH (R)
EBA-2500146,BR018,SUPPORT HEAD LAMP (R)
EBA-2500146,BR020FL,FENDER SHIELD FR LH (R)
EBA-2500146,BR044L,PILLAR UPR LH (R)
EBA-2500146,BR075,HINGE DOOR 1 PC
EBA-2500146,BRZ04,OTHERS 0.4
EBA-2500146,BRZ30,OTHERS 3.0
EBA-2500146,BRZ80,OTHERS 8.0
EBA-2500146,BRZ85,OTHERS 8.5
EBA-2500146,BX001F,BUMPER FR (R+/X)
EBA-2500146,BX001FC,COVER FR BUMPER (R+/X)
EBA-2500146,BX002,ENGINE HOOD (R+/X)
EBA-2500146,BX004FL,FENDER FR LH (R+/X)
EBA-2500146,BX018,SUPPORT HEAD LAMP (R+/X)
EBA-2500146,FR0000008,OTHERS (WSC) 0.008 JAM
